BT17CSE001,CSL204,BB,CSL202,AB,CSL203,CC,MAL201,CC,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE002,CSL204,BB,CSL202,AB,CSL203,BC,MAL201,BB,ECL202,AB,CSP201,BB,NULL,NULL
BT17CSE003,CSL204,AA,CSL202,AA,CSL203,AA,MAL201,AA,ECL202,AB,CSP201,AB,NULL,NULL
BT17CSE004,CSL204,BC,CSL202,AB,CSL203,AB,MAL201,BB,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE005,CSL204,CC,CSL202,BC,CSL203,BB,MAL201,BB,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE006,CSL204,CC,CSL202,BC,CSL203,BC,MAL201,CC,ECL202,BC,CSP201,BB,NULL,NULL
BT17CSE008,CSL204,BC,CSL202,CC,CSL203,BB,MAL201,CC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE009,CSL204,BC,CSL202,BB,CSL203,BB,MAL201,CC,ECL202,BB,CSP201,BB,NULL,NULL
BT17CSE011,CSL204,CD,CSL202,CD,CSL203,CD,MAL201,CC,ECL202,CD,CSP201,CD,NULL,NULL
BT17CSE012,CSL204,CD,CSL202,BC,CSL203,DD,MAL201,CC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE013,CSL204,CD,CSL202,BC,CSL203,CD,MAL201,CD,ECL202,CC,CSP201,DD,NULL,NULL
BT17CSE014,CSL204,CC,CSL202,BC,CSL203,CC,MAL201,BC,ECL202,DD,CSP201,BC,NULL,NULL
BT17CSE015,CSL204,DD*,CSL202,DD,CSL203,FF,MAL201,DD,ECL202,FF,CSP201,BC,NULL,NULL
BT17CSE016,CSL204,BC,CSL202,AB,CSL203,AB,MAL201,BB,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE017,CSL204,CC,CSL202,DD,CSL203,DD,MAL201,DD,ECL202,DD,CSP201,CD,NULL,NULL
BT17CSE018,CSL204,CC,CSL202,CC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,CC,NULL,NULL
BT17CSE019,CSL204,BB,CSL202,BC,CSL203,BC,MAL201,BC,ECL202,BB,CSP201,BC,NULL,NULL
BT17CSE020,CSL204,BC,CSL202,BB,CSL203,BB,MAL201,BB,ECL202,CC,CSP201,BC,NULL,NULL
BT17CSE021,CSL204,CC,CSL202,FF,CSL203,DD*,MAL201,DD*,ECL202,FF,CSP201,FF,NULL,NULL
BT17CSE022,CSL204,BC,CSL202,BB,CSL203,CD,MAL201,BB,ECL202,BB,CSP201,BB,NULL,NULL
BT17CSE023,CSL204,CC,CSL202,CD,CSL203,DD,MAL201,CD,ECL202,CD,CSP201,CC,NULL,NULL
BT17CSE024,CSL204,CC,CSL202,BB,CSL203,CC,MAL201,CC,ECL202,CC,CSP201,BC,NULL,NULL
BT17CSE025,CSL204,BB,CSL202,BB,CSL203,AB,MAL201,BB,ECL202,BB,CSP201,BB,NULL,NULL
BT17CSE026,CSL204,CD,CSL202,AB,CSL203,BC,MAL201,BC,ECL202,AB,CSP201,BB,NULL,NULL
BT17CSE027,CSL204,AB,CSL202,AB,CSL203,AA,MAL201,AA,ECL202,AB,CSP201,AB,NULL,NULL
BT17CSE028,CSL204,AB,CSL202,AB,CSL203,AA,MAL201,AA,ECL202,AA,CSP201,AA,NULL,NULL
BT17CSE029,CSL204,BB,CSL202,BC,CSL203,CC,MAL201,BC,ECL202,CC,CSP201,BC,NULL,NULL
BT17CSE030,CSL204,CC,CSL202,BC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE031,CSL204,AA,CSL202,AA,CSL203,AA,MAL201,AA,ECL202,AA,CSP201,AA,NULL,NULL
BT17CSE032,CSL204,DD,CSL202,CD,CSL203,DD,MAL201,CC,ECL202,DD*,CSP201,CC,NULL,NULL
BT17CSE033,CSL204,AB,CSL202,BB,CSL203,AA,MAL201,BB,ECL202,AB,CSP201,AA,NULL,NULL
BT17CSE034,CSL204,AA,CSL202,AB,CSL203,AA,MAL201,BB,ECL202,AB,CSP201,AA,NULL,NULL
BT17CSE035,CSL204,BC,CSL202,BC,CSL203,CC,MAL201,BB,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE036,CSL204,BC,CSL202,BC,CSL203,BC,MAL201,BC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE037,CSL204,BB,CSL202,BB,CSL203,BC,MAL201,BC,ECL202,BB,CSP201,AB,NULL,NULL
BT17CSE038,CSL204,BC,CSL202,BB,CSL203,CD,MAL201,AB,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE039,CSL204,BB,CSL202,BB,CSL203,AB,MAL201,AB,ECL202,BB,CSP201,AA,NULL,NULL
BT17CSE040,CSL204,BB,CSL202,BB,CSL203,BB,MAL201,BB,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE041,CSL204,CD,CSL202,CD,CSL203,DD,MAL201,BC,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE042,CSL204,BC,CSL202,AB,CSL203,DD,MAL201,CC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE044,CSL204,CC,CSL202,BC,CSL203,CD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE045,CSL204,BB,CSL202,AB,CSL203,AA,MAL201,AA,ECL202,BB,CSP201,BB,NULL,NULL
BT17CSE047,CSL204,CC,CSL202,CC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE052,CSL204,BB,CSL202,AB,CSL203,BC,MAL201,CC,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE053,CSL204,CC,CSL202,BC,CSL203,AB,MAL201,BB,ECL202,BC,CSP201,BB,NULL,NULL
BT17CSE056,CSL204,BB,CSL202,BB,CSL203,BC,MAL201,AB,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE057,CSL204,BB,CSL202,BC,CSL203,BC,MAL201,BB,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE058,CSL204,FF,CSL202,FF,CSL203,FF,MAL201,FF,ECL202,W,CSP201,FF,NULL,NULL
BT17CSE061,CSL204,BC,CSL202,BB,CSL203,AB,MAL201,AB,ECL202,BB,CSP201,BC,NULL,NULL
BT17CSE062,CSL204,CC,CSL202,BC,CSL203,CC,MAL201,CC,ECL202,CC,CSP201,BC,NULL,NULL
BT17CSE066,CSL204,CC,CSL202,BC,CSL203,CC,MAL201,CC,ECL202,BC,CSP201,BB,NULL,NULL
BT17CSE067,CSL204,AA,CSL202,BB,CSL203,CD,MAL201,CC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE068,CSL204,BC,CSL202,BB,CSL203,BC,MAL201,BC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE069,CSL204,BC,CSL202,BB,CSL203,BB,MAL201,BC,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE070,CSL204,CD,CSL202,CC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE071,CSL204,DD,CSL202,CD,CSL203,CD,MAL201,DD,ECL202,DD,CSP201,BC,NULL,NULL
BT17CSE072,CSL204,AA,CSL202,BB,CSL203,AB,MAL201,AA,ECL202,BB,CSP201,AB,NULL,NULL
BT17CSE073,CSL204,AB,CSL202,AB,CSL203,AB,MAL201,BB,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE074,CSL204,CC,CSL202,BC,CSL203,CD,MAL201,CD,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE075,CSL204,CC,CSL202,BC,CSL203,DD,MAL201,BC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE076,CSL204,CC,CSL202,CD,CSL203,DD,MAL201,CD,ECL202,DD,CSP201,BC,NULL,NULL
BT17CSE077,CSL204,BC,CSL202,BB,CSL203,AA,MAL201,CC,ECL202,BC,CSP201,BC,NULL,NULL
BT17CSE078,CSL204,BB,CSL202,AB,CSL203,BC,MAL201,BB,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE079,CSL204,BC,CSL202,BB,CSL203,AA,MAL201,AB,ECL202,BB,CSP201,BB,NULL,NULL
BT17CSE080,CSL204,CD,CSL202,CC,CSL203,DD,MAL201,BC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE081,CSL204,CC,CSL202,AB,CSL203,CD,MAL201,BB,ECL202,CD,CSP201,AB,NULL,NULL
BT17CSE082,CSL204,BC,CSL202,BC,CSL203,DD,MAL201,CD,ECL202,CC,CSP201,BC,NULL,NULL
BT17CSE083,CSL204,BC,CSL202,BB,CSL203,CC,MAL201,CC,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE084,CSL204,BC,CSL202,BC,CSL203,CC,MAL201,CC,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE085,CSL204,CD,CSL202,BB,CSL203,CD,MAL201,CD,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE086,CSL204,CD,CSL202,CD,CSL203,DD,MAL201,CD,ECL202,DD,CSP201,CC,NULL,NULL
BT17CSE087,CSL204,CD,CSL202,CD,CSL203,DD,MAL201,DD,ECL202,DD,CSP201,BC,NULL,NULL
BT17CSE088,CSL204,BC,CSL202,DD,CSL203,DD,MAL201,CD,ECL202,DD,CSP201,CD,NULL,NULL
BT17CSE089,CSL204,AB,CSL202,AB,CSL203,CC,MAL201,BC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE090,CSL204,DD*,CSL202,DD,CSL203,DD*,MAL201,DD,ECL202,FF,CSP201,CC,NULL,NULL
BT17CSE091,CSL204,BC,CSL202,BB,CSL203,CD,MAL201,CC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE092,CSL204,DD*,CSL202,DD,CSL203,DD,MAL201,DD,ECL202,DD,CSP201,BC,NULL,NULL
BT17CSE093,CSL204,BC,CSL202,CC,CSL203,BB,MAL201,BC,ECL202,CC,CSP201,BB,NULL,NULL
BT17CSE094,CSL204,BC,CSL202,DD,CSL203,DD*,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE095,CSL204,FF,CSL202,FF,CSL203,DD*,MAL201,FF,ECL202,FF,CSP201,DD,NULL,NULL
BT17CSE096,CSL204,BC,CSL202,CC,CSL203,CD,MAL201,CD,ECL202,CD,CSP201,AB,NULL,NULL
BT17CSE097,CSL204,DD,CSL202,FF,CSL203,FF,MAL201,FF,ECL202,FF,CSP201,FF,NULL,NULL
BT17CSE098,CSL204,CD,CSL202,CC,CSL203,CC,MAL201,CC,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE099,CSL204,CC,CSL202,CD,CSL203,DD*,MAL201,CC,ECL202,DD,CSP201,CD,NULL,NULL
BT17CSE100,CSL204,CC,CSL202,CD,CSL203,DD,MAL201,CD,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE102,CSL204,BB,CSL202,BB,CSL203,BB,MAL201,BC,ECL202,BC,CSP201,AB,NULL,NULL
BT17CSE103,CSL204,CD*,CSL202,CD,CSL203,DD,MAL201,CD,ECL202,CD*,CSP201,CC,NULL,NULL
BT17CSE104,CSL204,DD*,CSL202,DD,CSL203,DD,MAL201,DD,ECL202,FF,CSP201,DD,NULL,NULL
BT17CSE105,CSL204,DD,CSL202,CD,CSL203,DD*,MAL201,CD,ECL202,FF,CSP201,BC,NULL,NULL
BT17CSE106,CSL204,CC,CSL202,CD,CSL203,CD,MAL201,CC,ECL202,DD,CSP201,BB,NULL,NULL
BT17CSE107,CSL204,CD,CSL202,CD,CSL203,CD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE108,CSL204,CC,CSL202,CC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE109,CSL204,BB,CSL202,BC,CSL203,BB,MAL201,BC,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE110,CSL204,BC,CSL202,CD,CSL203,BC,MAL201,CC,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE111,CSL204,CC,CSL202,CD,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE113,CSL204,FF,CSL202,,CSL203,FF,MAL201,FF,ECL202,W,CSP201,FF,NULL,NULL
BT17CSE114,CSL204,CD,CSL202,CC,CSL203,CD,MAL201,CD,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE115,CSL204,BC,CSL202,BC,CSL203,AB,MAL201,AA,ECL202,BB,CSP201,AB,NULL,NULL
BT17CSE116,CSL204,AB,CSL202,AB,CSL203,BB,MAL201,AB,ECL202,AB,CSP201,AB,NULL,NULL
